09/23/2013 17:26:27	5
09/23/2013 17:26:32	9
09/23/2013 17:26:37	8
09/23/2013 17:26:42	7
09/23/2013 17:26:47	9
09/23/2013 17:26:52	10
09/23/2013 17:26:57	11
09/23/2013 17:27:02	10
09/23/2013 17:27:07	9
09/23/2013 17:27:12	7
09/23/2013 17:27:17	6
09/23/2013 17:27:22	5
09/23/2013 17:27:27	6
09/23/2013 17:27:32	1
09/23/2013 17:27:37	3
09/23/2013 17:27:42	7
09/23/2013 17:27:47	12
09/23/2013 17:27:52	8
09/23/2013 17:27:57	8
09/23/2013 17:28:02	7
09/23/2013 17:28:07	7
09/23/2013 17:28:12	4
09/23/2013 17:28:17	6
09/23/2013 17:28:22	8
09/23/2013 17:28:27	10
09/23/2013 17:28:32	9
09/23/2013 17:28:37	7
09/23/2013 17:28:42	7
09/23/2013 17:28:47	7
09/23/2013 17:28:52	11
09/23/2013 17:28:57	6
09/23/2013 17:29:02	7
09/23/2013 17:29:07	7
09/23/2013 17:29:12	11
09/23/2013 17:29:17	11
09/23/2013 17:29:22	9
09/23/2013 17:29:27	6
09/23/2013 17:29:32	5
09/23/2013 17:29:37	5
09/23/2013 17:29:42	7
09/23/2013 17:29:47	7
09/23/2013 17:29:52	5
09/23/2013 17:29:57	13
09/23/2013 17:30:02	8
09/23/2013 17:30:07	12
09/23/2013 17:30:12	4
09/23/2013 17:30:17	4
09/23/2013 17:30:22	8
09/23/2013 17:30:27	6
09/23/2013 17:30:32	11
09/23/2013 17:30:37	7
09/23/2013 17:30:42	6
09/23/2013 17:30:47	6
09/23/2013 17:30:52	7
09/23/2013 17:30:57	6
09/23/2013 17:31:02	5
09/23/2013 17:31:07	6
09/23/2013 17:31:12	6
09/23/2013 17:31:17	11
09/23/2013 17:31:22	9
09/23/2013 17:31:27	7
09/23/2013 17:31:32	9
09/23/2013 17:31:37	8
09/23/2013 17:31:42	8
09/23/2013 17:31:47	6
09/23/2013 17:31:52	2
09/23/2013 17:31:57	5
09/23/2013 17:32:02	6
09/23/2013 17:32:07	9
09/23/2013 17:32:12	6
09/23/2013 17:32:17	9
09/23/2013 17:32:22	7
09/23/2013 17:32:27	6
09/23/2013 17:32:32	7
09/23/2013 17:32:37	15
09/23/2013 17:32:42	5
09/23/2013 17:32:47	4
09/23/2013 17:32:52	4
09/23/2013 17:32:57	10
09/23/2013 17:33:02	10
09/23/2013 17:33:07	8
09/23/2013 17:33:12	2
09/23/2013 17:33:17	6
09/23/2013 17:33:22	5
09/23/2013 17:33:27	7
09/23/2013 17:33:32	10
09/23/2013 17:33:37	8
09/23/2013 17:33:42	8
09/23/2013 17:33:47	8
09/23/2013 17:33:52	9
09/23/2013 17:33:57	5
09/23/2013 17:34:02	10
09/23/2013 17:34:07	4
09/23/2013 17:34:12	8
09/23/2013 17:34:17	5
09/23/2013 17:34:22	5
09/23/2013 17:34:27	10
09/23/2013 17:34:32	8
09/23/2013 17:34:37	7
09/23/2013 17:34:42	9
09/23/2013 17:34:47	2
09/23/2013 17:34:52	5
09/23/2013 17:34:57	10
09/23/2013 17:35:02	6
09/23/2013 17:35:07	10
09/23/2013 17:35:12	2
09/23/2013 17:35:17	10
09/23/2013 17:35:22	4
09/23/2013 17:35:27	7
09/23/2013 17:35:32	10
09/23/2013 17:35:37	7
09/23/2013 17:35:42	14
09/23/2013 17:35:47	8
09/23/2013 17:35:52	6
09/23/2013 17:35:57	6
09/23/2013 17:36:02	5
09/23/2013 17:36:07	7
09/23/2013 17:36:12	7
09/23/2013 17:36:17	4
09/23/2013 17:36:22	6
09/23/2013 17:36:27	7
09/23/2013 17:36:32	7
09/23/2013 17:36:37	8
09/23/2013 17:36:42	5
09/23/2013 17:36:47	9
09/23/2013 17:36:52	3
09/23/2013 17:36:57	11
09/23/2013 17:37:02	7
09/23/2013 17:37:07	4
09/23/2013 17:37:12	5
09/23/2013 17:37:17	9
09/23/2013 17:37:22	7
09/23/2013 17:37:27	7
09/23/2013 17:37:32	11
09/23/2013 17:37:37	11
09/23/2013 17:37:42	4
09/23/2013 17:37:47	7
09/23/2013 17:37:52	9
09/23/2013 17:37:57	6
09/23/2013 17:38:02	6
09/23/2013 17:38:07	9
09/23/2013 17:38:12	9
09/23/2013 17:38:17	9
09/23/2013 17:38:22	10
09/23/2013 17:38:27	14
09/23/2013 17:38:32	6
09/23/2013 17:38:37	9
09/23/2013 17:38:42	8
09/23/2013 17:38:47	5
09/23/2013 17:38:52	5
09/23/2013 17:38:57	7
09/23/2013 17:39:02	4
09/23/2013 17:39:07	12
09/23/2013 17:39:12	7
09/23/2013 17:39:17	8
09/23/2013 17:39:22	5
09/23/2013 17:39:27	7
09/23/2013 17:39:32	10
09/23/2013 17:39:37	5
09/23/2013 17:39:42	9
09/23/2013 17:39:47	6
09/23/2013 17:39:52	6
09/23/2013 17:39:57	8
09/23/2013 17:40:02	9
09/23/2013 17:40:07	4
09/23/2013 17:40:12	9
09/23/2013 17:40:17	5
09/23/2013 17:40:22	7
09/23/2013 17:40:27	4
09/23/2013 17:40:32	8
