date	weekly average ssn
10/20/99	96.14286
10/27/99	72.85714
11/03/99	41.71429
11/10/99	93.85714
11/17/99	136.14286
11/24/99	113.57143
12/01/99	113.28571
12/08/99	115.85714
12/15/99	150.57143
12/22/99	163.85714
12/29/99	130
01/05/00	99.57143
01/12/00	66.42857
01/19/00	98.85714
01/26/00	97
02/02/00	75.42857
02/09/00	61.71429
02/16/00	96.85714
02/23/00	134.85714
03/01/00	80.85714
03/08/00	63.71429
03/15/00	118.28571
03/22/00	116
03/29/00	97
04/05/00	143.71429
04/12/00	130.71429
04/19/00	117.85714
04/26/00	136.85714
05/03/00	166.14286
05/10/00	160.28571
05/17/00	104.42857
05/24/00	106.42857
05/31/00	144
06/07/00	91.71429
06/14/00	83
06/21/00	173.14286
06/28/00	147.71429
07/05/00	101.28571
07/12/00	96.28571
07/19/00	146.28571
07/26/00	143.71429
08/02/00	120.71429
08/09/00	131.28571
08/16/00	190
08/23/00	206.85714
08/30/00	179
09/06/00	108.71429
09/13/00	140.42857
09/20/00	175.42857
09/27/00	95.28571
10/04/00	120.57143
10/11/00	122.85714
10/18/00	52.28571
10/25/00	109.14286
11/01/00	154.71429
11/08/00	132
11/15/00	81
11/22/00	97.42857
11/29/00	86.85714
12/06/00	115
12/13/00	122.28571
12/20/00	87.14286
12/27/00	109.85714
2001-03-01	97.42857
2001-10-01	86.42857
01/17/01	83.85714
01/24/01	135.42857
01/31/01	112.71429
2002-07-01	96.71429
02/14/01	115.28571
02/21/01	87.71429
02/28/01	92
2003-07-01	86.71429
03/14/01	99.71429
03/21/01	86.28571
03/28/01	78
2004-04-01	54.57143
2004-11-01	80.42857
04/18/01	84.28571
04/25/01	71.57143
2005-02-01	196.42857
2005-09-01	174.85714
05/16/01	109.57143
05/23/01	64.42857
05/30/01	109.14286
2006-06-01	114.28571
06/13/01	85.57143
06/20/01	91.57143
06/27/01	104
2007-04-01	98
2007-11-01	100.85714
07/18/01	164.71429
07/25/01	161.28571
2008-01-01	127.42857
2008-08-01	72.71429
08/15/01	63.71429
08/22/01	113.85714
08/29/01	92.14286
2009-05-01	60.14286
2009-12-01	113.85714
09/19/01	105.71429
09/26/01	109.28571
2010-03-01	105.28571
2010-10-01	116.14286
10/17/01	155.57143
10/24/01	139
10/31/01	181
2011-07-01	153.28571
11/14/01	98.28571
11/21/01	121.57143
11/28/01	145.85714
2012-05-01	121.14286
2012-12-01	122.28571
12/19/01	131
12/26/01	86
2001-02-02	86
2001-09-02	142.57143
01/16/02	125.14286
01/23/02	109
01/30/02	145.57143
2002-06-02	138.42857
02/13/02	112
02/20/02	109.85714
02/27/02	112.42857
2003-06-02	112.71429
03/13/02	134.28571
03/20/02	104.85714
03/27/02	86.71429
2004-03-02	103.57143
2004-10-02	103.42857
04/17/02	86.14286
04/24/02	90
2005-01-02	106
2005-08-02	121.28571
05/15/02	139.57143
05/22/02	129.57143
05/29/02	115
2006-05-02	92.57143
2006-12-02	151.57143
06/19/02	105.57143
06/26/02	110.42857
2007-03-02	119.28571
2007-10-02	131
07/17/02	94.42857
07/24/02	74.71429
07/31/02	67
2008-07-02	68.42857
08/14/02	67.85714
08/21/02	82.85714
08/28/02	101.57143
2009-04-02	168.28571
2009-11-02	97.57143
09/18/02	122.57143
09/25/02	154.85714
2010-02-02	91.71429
2010-09-02	126
10/16/02	116.28571
10/23/02	105.85714
10/30/02	106.28571
2011-06-02	72.14286
11/13/02	90.28571
11/20/02	118.57143
11/27/02	98.71429
2012-04-02	96.14286
2012-11-02	124.71429
12/18/02	112.71429
12/25/02	87.85714
2001-01-03	66.57143
2001-08-03	69.42857
01/15/03	85.57143
01/22/03	122.14286
01/29/03	77
2002-05-03	29.57143
2002-12-03	84.57143
02/19/03	99.14286
02/26/03	80.28571
2003-05-03	74.71429
2003-12-03	44.71429
03/19/03	76.85714
03/26/03	29
2004-02-03	34.42857
2004-09-03	58
04/16/03	67.85714
04/23/03	47.85714
04/30/03	42
2005-07-03	100.42857
05/14/03	49.42857
05/21/03	28.42857
05/28/03	55
2006-04-03	97.71429
2006-11-03	78
06/18/03	35
06/25/03	51.14286
2007-02-03	51.42857
2007-09-03	44.57143
07/16/03	105.42857
07/23/03	71
07/30/03	69.85714
2008-06-03	92.71429
08/13/03	74.85714
08/20/03	91.85714
08/27/03	122.42857
2009-03-03	40.14286
2009-10-03	71.71429
09/17/03	69.57143
09/24/03	65.57143
2010-01-03	83.28571
2010-08-03	59
10/15/03	29.57143
10/22/03	42.28571
10/29/03	57.28571
2011-05-03	73
2011-12-03	47.57143
11/19/03	24.57143
11/26/03	48.14286
2012-03-03	126.28571
2012-10-03	77.28571
12/17/03	24.71429
12/24/03	49.14286
12/31/03	110
2001-07-04	93.14286
01/14/04	32.57143
01/21/04	41.71429
01/28/04	65.42857
2002-04-04	27.42857
2002-11-04	45.28571
02/18/04	35.28571
02/25/04	52.42857
2003-03-04	18.42857
2003-10-04	51
03/17/04	46.28571
03/24/04	33.57143
03/31/04	42
2004-07-04	43.85714
04/14/04	37.57143
04/21/04	42.42857
04/28/04	59.14286
2005-05-04	68.42857
2005-12-04	45.14286
05/19/04	25.28571
05/26/04	53.85714
2006-02-04	31.28571
2006-09-04	31.42857
06/16/04	26.85714
06/23/04	61.57143
06/30/04	50
2007-07-04	34
07/14/04	33.71429
07/21/04	39.28571
07/28/04	71.14286
2008-04-04	28.14286
2008-11-04	16
08/18/04	60.85714
08/25/04	85.71429
2009-01-04	54.57143
2009-08-04	26
09/15/04	50.71429
09/22/04	54.28571
09/29/04	46
2010-06-04	13.14286
10/13/04	34.71429
10/20/04	39.57143
10/27/04	25.85714
2011-03-04	16.28571
2011-10-04	21.28571
11/17/04	12.14286
11/24/04	47.71429
2012-01-04	91.85714
2012-08-04	78.71429
12/15/04	51.28571
12/22/04	41.71429
12/29/04	31.28571
2001-05-05	31.57143
2001-12-05	20.85714
01/19/05	14
01/26/05	18.14286
2002-02-05	14.42857
2002-09-05	21
02/16/05	23.14286
02/23/05	55.71429
2003-02-05	29.28571
2003-09-05	19.14286
03/16/05	32.71429
03/23/05	49.14286
03/30/05	23.14286
2004-06-05	7.42857
04/13/05	22.42857
04/20/05	36.71429
04/27/05	29.57143
2005-04-05	17.57143
2005-11-05	27
05/18/05	25.57143
05/25/05	26
2006-01-05	15.28571
2006-08-05	40.42857
06/15/05	61.42857
06/22/05	39.57143
06/29/05	25.14286
2007-06-05	45.85714
07/13/05	59.42857
07/20/05	46.28571
07/27/05	30.28571
2008-03-05	19.28571
2008-10-05	91.85714
08/17/05	44.71429
08/24/05	7
08/31/05	13
2009-07-05	52.28571
09/14/05	31.57143
09/21/05	23.57143
09/28/05	41.14286
2010-05-05	35.85714
2010-12-05	11.71429
10/19/05	37.71429
10/26/05	24
2011-02-05	17
2011-09-05	11.42857
11/16/05	11.42857
11/23/05	9.28571
11/30/05	3.28571
2012-07-05	11
12/14/05	11.28571
12/21/05	15.42857
12/28/05	27.14286
2001-04-06	23.28571
2001-11-06	45.28571
01/18/06	35
01/25/06	36
2002-01-06	46.28571
2002-08-06	26.71429
02/15/06	8.85714
02/22/06	17.71429
2003-01-06	23.71429
2003-08-06	3.28571
03/15/06	4
03/22/06	9.71429
03/29/06	3.71429
2004-05-06	2
2004-12-06	5.57143
04/19/06	8.57143
04/26/06	18
2005-03-06	11.42857
2005-10-06	42.14286
05/17/06	39.28571
05/24/06	16.14286
05/31/06	20.14286
2006-07-06	34.85714
06/14/06	26.42857
06/21/06	3.14286
06/28/06	22.28571
2007-05-06	28.42857
2007-12-06	15.71429
07/19/06	17.85714
07/26/06	9.85714
2008-02-06	11.57143
2008-09-06	20.14286
08/16/06	11.28571
08/23/06	10.42857
08/30/06	8.42857
2009-06-06	10.42857
09/13/06	5.71429
09/20/06	17.28571
09/27/06	13.28571
2010-04-06	17.57143
2010-11-06	14.28571
10/18/06	23.14286
10/25/06	9
2011-01-06	8.71429
2011-08-06	20.57143
11/15/06	10.28571
11/22/06	1.42857
11/29/06	13.57143
2012-06-06	17.71429
12/13/06	28.85714
12/20/06	20
12/27/06	15.42857
2001-03-07	17
2001-10-07	30
01/17/07	15.42857
01/24/07	4.85714
01/31/07	6.14286
2002-07-07	17.57143
02/14/07	26.14286
02/21/07	12.14286
02/28/07	11
2003-07-07	14.57143
03/14/07	16.57143
03/21/07	2
03/28/07	11.28571
2004-04-07	10.85714
2004-11-07	7.57143
04/18/07	2.42857
04/25/07	0
2005-02-07	7
2005-09-07	3.42857
05/16/07	0
05/23/07	1
05/30/07	2.57143
2006-06-07	16.85714
06/13/07	10
06/20/07	16.71429
06/27/07	14.85714
2007-04-07	3
2007-11-07	30.57143
07/18/07	11.42857
07/25/07	0
2008-01-07	4.57143
2008-08-07	13.28571
08/15/07	12.85714
08/22/07	18
08/29/07	0
2009-05-07	3.85714
2009-12-07	7.85714
09/19/07	4.71429
09/26/07	3.57143
2010-03-07	8
2010-10-07	9
10/17/07	0
10/24/07	0
10/31/07	0
2011-07-07	3.85714
11/14/07	3.85714
11/21/07	0
11/28/07	0
2012-05-07	0
2012-12-07	1.14286
12/19/07	0
12/26/07	2.71429
2001-02-08	3.57143
2001-09-08	8.42857
01/16/08	24.57143
01/23/08	11.71429
01/30/08	0
2002-06-08	3
02/13/08	8.14286
02/20/08	1.14286
02/27/08	0
2003-05-08	2.28571
2003-12-08	5.28571
03/19/08	0
03/26/08	0
2004-02-08	3.42857
2004-09-08	2.14286
04/16/08	1.28571
04/23/08	3
04/30/08	17.42857
2005-07-08	22
05/14/08	1
05/21/08	2
05/28/08	4.42857
2006-04-08	1
2006-11-08	2.14286
06/18/08	2.42857
06/25/08	8.42857
2007-02-08	0
2007-09-08	1.28571
07/16/08	3.42857
07/23/08	6.28571
07/30/08	3.42857
2008-06-08	0
08/13/08	0
08/20/08	0
08/27/08	3.57143
2009-03-08	0
2009-10-08	0
09/17/08	0
09/24/08	1
2010-01-08	1.14286
2010-08-08	0
10/15/08	1
10/22/08	0
10/29/08	2.42857
2011-05-08	1.14286
2011-12-08	1
11/19/08	9.28571
11/26/08	1.14286
2012-03-08	0
2012-10-08	9.28571
12/17/08	5
12/24/08	4.42857
12/31/08	0
2001-07-09	0
01/14/09	2.42857
01/21/09	1.28571
01/28/09	0
2002-04-09	0
2002-11-09	0
02/18/09	4.85714
02/25/09	1
2003-04-09	0
2003-11-09	0
03/18/09	2.14286
03/25/09	1
2004-01-09	2.28571
2004-08-09	0
04/15/09	2.28571
04/22/09	0
04/29/09	1
2005-06-09	0
05/13/09	0
05/20/09	0
05/27/09	1
2006-03-09	2.28571
2006-10-09	1
06/17/09	2.42857
06/24/09	5.85714
2007-01-09	2.28571
2007-08-09	7.57143
07/15/09	1.14286
07/22/09	1
07/29/09	4.28571
2008-05-09	0
2008-12-09	11
08/19/09	1.28571
08/26/09	1
2009-02-09	1
2009-09-09	0
09/16/09	0
09/23/09	0
09/30/09	0
2010-07-09	1.14286
10/14/09	0
10/21/09	0
10/28/09	8.71429
2011-04-09	9.42857
2011-11-09	0
11/18/09	1.14286
11/25/09	0
2012-02-09	17.42857
2012-09-09	2.57143
12/16/09	4.28571
12/23/09	7.71429
12/30/09	4.57143
2001-06-10	0
01/13/10	2.14286
01/20/10	15.42857
01/27/10	20.28571
2002-03-10	9.85714
2002-10-10	7.71429
02/17/10	17.57143
02/24/10	10.85714
2003-03-10	18.57143
2003-10-10	9.14286
03/17/10	27.85714
03/24/10	22.85714
03/31/10	13.85714
2004-07-10	17.57143
04/14/10	8.42857
04/21/10	19
04/28/10	11.85714
2005-05-10	18.85714
2005-12-10	20.42857
05/19/10	5.42857
05/26/10	2
2006-02-10	2.85714
2006-09-10	18
06/16/10	2.85714
06/23/10	0
06/30/10	11.57143
2007-07-10	12.57143
07/14/10	17.14286
07/21/10	14.71429
07/28/10	11.57143
2008-04-10	10.42857
2008-11-10	10.57143
08/18/10	16.57143
08/25/10	14.14286
2009-01-10	23.14286
2009-08-10	19.28571
09/15/10	34.57143
09/22/10	21.42857
09/29/10	6.57143
2010-06-10	19.14286
10/13/10	19.14286
10/20/10	16.28571
10/27/10	30.14286
2011-03-10	33.71429
2011-10-10	12.57143
11/17/10	11.14286
11/24/10	35.71429
2012-01-10	34.28571
2012-08-10	16.85714
12/15/10	23.71429
12/22/10	35.71429
12/29/10	16.71429
2001-05-11	15.28571
2001-12-11	21.57143
01/19/11	17
01/26/11	3.85714
2002-02-11	12.14286
2002-09-11	28.57143
02/16/11	17.42857
02/23/11	14.42857
2003-02-11	19.71429
2003-09-11	13.14286
03/16/11	21.28571
03/23/11	44.57143
03/30/11	32.85714
2004-06-11	32.57143
04/13/11	83
04/20/11	45
04/27/11	26
2005-04-11	73.85714
2005-11-11	46.14286
05/18/11	62.42857
05/25/11	59.85714
2006-01-11	50.42857
2006-08-11	49.85714
06/15/11	44.57143
06/22/11	33.71429
06/29/11	24
2007-06-11	71
07/13/11	50.71429
07/20/11	22.14286
07/27/11	34.28571
2008-03-11	26.85714
2008-10-11	28.28571
08/17/11	44
08/24/11	58.57143
08/31/11	36
2009-07-11	68.28571
09/14/11	49.71429
09/21/11	21.85714
09/28/11	56.71429
2010-05-11	66.71429
2010-12-11	65.85714
10/19/11	82.57143
10/26/11	90.57143
2011-02-11	72.42857
2011-09-11	78.57143
11/16/11	75.71429
11/23/11	112.85714
11/30/11	94
2012-07-11	77
12/14/11	104.14286
12/21/11	102.57143
12/28/11	92.85714
2001-04-12	89.57143
2001-11-12	98.85714
01/18/12	57.28571
01/25/12	66.85714
2002-01-12	70.28571
2002-08-12	63.42857
02/15/12	52.42857
02/22/12	76.28571
02/29/12	57
2003-07-12	41.28571
03/14/12	21.42857
03/21/12	36.14286
03/28/12	39
2004-04-12	27.85714
2004-11-12	63.85714
04/18/12	75.71429
04/25/12	57.42857
2005-02-12	65.71429
2005-09-12	50
05/16/12	20.57143
05/23/12	54.71429
05/30/12	91
2006-06-12	69.14286
06/13/12	62.71429
06/20/12	82.14286
06/27/12	69.57143
2007-04-12	61.85714
2007-11-12	101.85714
07/18/12	81
07/25/12	46.57143
2008-01-12	26.14286
2008-08-12	81.42857
08/15/12	81.57143
08/22/12	62.14286
08/29/12	36.14286
2009-05-12	80.28571
2009-12-12	90.28571
09/19/12	48
09/26/12	44.28571
2010-03-12	56
2010-10-12	94.28571
10/17/12	50.85714
10/24/12	41.57143
10/31/12	66
2011-07-12	52.14286
11/14/12	41
11/21/12	70
11/28/12	59.71429
2012-05-12	42.71429
2012-12-12	36.14286
12/19/12	77.14286
12/26/12	84.57143
