date	average
10/18/2006	380.0757143
10/25/2006	380.4355952
11/1/2006	380.127381
11/8/2006	381.0263095
11/15/2006	380.5583333
11/22/2006	380.9634524
11/29/2006	381.4164286
12/6/2006	381.4660714
12/13/2006	382.1371429
12/20/2006	382.3446429
12/27/2006	382.5214286
1/3/2007	383.3035714
1/10/2007	383.4882143
1/17/2007	384.147619
1/24/2007	384.327619
1/31/2007	383.7320238
2/7/2007	383.4453571
2/14/2007	383.6342857
2/21/2007	383.4942857
2/28/2007	383.5671429
3/7/2007	383.6389286
3/14/2007	384.1995238
3/21/2007	384.2914286
3/28/2007	384.3696429
4/4/2007	384.6342857
4/11/2007	384.2915476
4/18/2007	384.5190476
4/25/2007	384.8803571
5/2/2007	384.4192857
5/9/2007	384.2617857
5/16/2007	384.7460714
5/23/2007	384.9010714
5/30/2007	384.7428571
6/6/2007	384.5528571
6/13/2007	384.0342857
6/20/2007	383.8967857
6/27/2007	383.2986905
7/4/2007	382.7871429
7/11/2007	382.2975
7/18/2007	381.3367857
7/25/2007	380.815
8/1/2007	380.740119
8/8/2007	380.0008333
8/15/2007	380.5427381
8/22/2007	379.5485714
8/29/2007	379.6425
9/5/2007	379.6882143
9/12/2007	380.6619048
9/19/2007	381.0302381
9/26/2007	380.5003571
10/3/2007	380.6364286
10/10/2007	380.9969048
10/17/2007	381.1841667
10/24/2007	381.7871429
10/31/2007	382.5267857
11/7/2007	382.5025
11/14/2007	383.5229762
11/21/2007	382.96
11/28/2007	383.5379762
12/5/2007	383.8195238
12/12/2007	384.2621429
12/19/2007	384.6353571
12/26/2007	384.6178571
1/2/2008	384.7863095
1/9/2008	385.2985714
1/16/2008	385.4107143
1/23/2008	385.0903571
1/30/2008	384.8457143
2/6/2008	386.0925
2/13/2008	385.8828571
2/20/2008	385.9521429
2/27/2008	386.0130952
3/5/2008	386.1196429
3/12/2008	385.915
3/19/2008	385.7682143
3/26/2008	386.0021429
4/2/2008	386.4103571
4/9/2008	386.6819048
4/16/2008	385.9810714
4/23/2008	386.3758333
4/30/2008	386.2317857
5/7/2008	386.4658333
5/14/2008	386.9471429
5/21/2008	386.2819048
5/28/2008	387.0675
6/4/2008	386.7085714
6/11/2008	386.3375
6/18/2008	385.3314286
6/25/2008	385.0346429
7/2/2008	384.352381
7/9/2008	383.5066667
7/16/2008	382.7904762
7/23/2008	383.0911905
7/30/2008	383.8335714
8/6/2008	383.4044048
8/13/2008	383.7559524
8/20/2008	383.395
8/27/2008	382.0969048
9/3/2008	381.4646429
9/10/2008	381.6142857
9/17/2008	381.6595238
9/24/2008	382.3082143
10/1/2008	382.5035714
10/8/2008	382.7782143
10/15/2008	382.9483333
10/22/2008	383.5829762
10/29/2008	383.780119
11/5/2008	384.4832143
11/12/2008	384.5525
11/19/2008	385.1117857
11/26/2008	385.7675
12/3/2008	385.5190476
12/10/2008	385.5770238
12/17/2008	386.4314286
12/24/2008	386.4328571
12/31/2008	385.8255952
1/7/2009	386.8814286
1/14/2009	387.4157143
1/21/2009	387.37
1/28/2009	387.04
2/4/2009	387.2610714
2/11/2009	387.2007143
2/18/2009	387.2021429
2/25/2009	386.872619
3/4/2009	387.8985714
3/11/2009	387.6510714
3/18/2009	387.86
3/25/2009	387.7360714
4/1/2009	387.8578571
4/8/2009	388.2592857
4/15/2009	388.0439286
4/22/2009	388.4094048
4/29/2009	388.2539286
5/6/2009	388.0189286
5/13/2009	388.4621429
5/20/2009	388.4188095
5/27/2009	388.2471429
6/3/2009	388.1407143
6/10/2009	387.405119
6/17/2009	387.2146429
6/24/2009	386.9710714
7/1/2009	386.8120238
7/8/2009	386.4622619
7/15/2009	385.5055952
7/22/2009	385.3247619
7/29/2009	384.1005952
8/5/2009	383.8977381
8/12/2009	383.1678571
8/19/2009	382.8517857
8/26/2009	382.9245238
9/2/2009	383.1434524
9/9/2009	383.3955952
9/16/2009	383.1011905
9/23/2009	383.6078571
9/30/2009	383.660119
10/7/2009	383.0985714
10/14/2009	385.07
10/21/2009	385.0647619
10/28/2009	385.1989286
11/4/2009	385.5880952
11/11/2009	385.6332143
11/18/2009	386.05
11/25/2009	386.4904762
12/2/2009	387.1495238
12/9/2009	387.2445238
12/16/2009	387.5508333
12/23/2009	387.3240476
12/30/2009	387.6525
1/6/2010	388.132619
1/13/2010	388.2828571
1/20/2010	388.4811905
1/27/2010	388.6578571
2/3/2010	388.6819048
2/10/2010	388.5833333
2/17/2010	389.1375
2/24/2010	388.995119
3/3/2010	389.1314286
3/10/2010	389.1510714
3/17/2010	389.3214286
3/24/2010	389.1854762
3/31/2010	389.8511905
4/7/2010	389.865
4/14/2010	390.3547619
4/21/2010	391.4847619
4/28/2010	391.4504762
5/5/2010	391.1780952
5/12/2010	391.202381
5/19/2010	391.157619
5/26/2010	391.097619
6/2/2010	391.13
6/9/2010	390.8566667
6/16/2010	389.7790476
6/23/2010	389.8509524
6/30/2010	388.859881
7/7/2010	388.2696429
7/14/2010	387.7522619
7/21/2010	387.2155952
7/28/2010	386.6395238
8/4/2010	386.634881
8/11/2010	386.0860714
8/18/2010	385.8114286
8/25/2010	386.0863095
9/1/2010	385.6871429
9/8/2010	385.8779762
9/15/2010	386.6439286
9/22/2010	386.7335714
9/29/2010	386.3635714
10/6/2010	386.6625
10/13/2010	387.0839286
10/20/2010	387.4821429
10/27/2010	388.1339286
11/3/2010	388.1870238
11/10/2010	388.5064286
11/17/2010	389.0957143
11/24/2010	389.9585714
12/1/2010	389.354881
12/8/2010	390.2571429
12/15/2010	390.2911905
12/22/2010	390.9638095
12/29/2010	391.0969048
1/5/2011	390.7090476
1/12/2011	391.1134524
1/19/2011	390.9992857
1/26/2011	392.3320238
2/2/2011	390.9527381
2/9/2011	391.5504762
2/16/2011	391.3646429
2/23/2011	391.3096429
3/2/2011	391.4733333
3/9/2011	391.9297619
3/16/2011	392.2519048
3/23/2011	392.3457143
3/30/2011	392.877619
4/6/2011	392.5021429
4/13/2011	392.757619
4/20/2011	393.107619
4/27/2011	392.9
5/4/2011	391.5045238
5/11/2011	393.167619
5/18/2011	392.9990476
5/25/2011	391.6704762
6/1/2011	391.8642857
6/8/2011	391.7895238
6/15/2011	391.6096429
6/22/2011	391.0866667
6/29/2011	390.6960714
7/6/2011	390.5271429
7/13/2011	389.8102381
7/20/2011	389.6177381
7/27/2011	387.8552381
8/3/2011	388.3039286
8/10/2011	387.6364286
8/17/2011	387.3317857
8/24/2011	386.9065476
8/31/2011	387.1659524
9/7/2011	387.3860714
9/14/2011	388.0141667
9/21/2011	387.8335714
9/28/2011	387.7988095
10/5/2011	388.6096429
10/12/2011	388.5475
10/19/2011	389.1814286
10/26/2011	389.5353571
11/2/2011	389.9453571
11/9/2011	390.1866667
11/16/2011	390.7155952
11/23/2011	391.8445238
11/30/2011	391.7358333
12/7/2011	391.5288095
12/14/2011	392.37
12/21/2011	392.6264286
12/28/2011	392.5415476
1/4/2012	392.8067857
1/11/2012	393.2478571
1/18/2012	393.1172619
1/25/2012	393.1314286
2/1/2012	393.1379762
2/8/2012	393.2082143
2/15/2012	392.9510714
2/22/2012	393.2525
2/29/2012	393.4539286
3/7/2012	393.2691667
3/14/2012	393.2571429
3/21/2012	393.7839286
3/28/2012	393.9517857
4/4/2012	393.8436905
4/11/2012	394.7216667
4/18/2012	394.1425
4/25/2012	394.2628571
5/2/2012	394.2614286
5/9/2012	394.645119
5/16/2012	395.0427381
5/23/2012	395.2619048
5/30/2012	393.7235714
6/6/2012	393.9875
6/13/2012	393.4564286
6/20/2012	393.2460714
6/27/2012	392.2907143
7/4/2012	391.6307143
7/11/2012	391.515
7/18/2012	390.7671429
7/25/2012	390.824881
8/1/2012	389.0428571
8/8/2012	389.1817857
8/15/2012	389.0288095
8/22/2012	390.0378571
8/29/2012	390.0529762
9/5/2012	389.3267857
9/12/2012	389.225
9/19/2012	389.9025
9/26/2012	390.539881
10/3/2012	390.7741667
10/10/2012	391.3477381
10/17/2012	390.8854762
10/24/2012	392.2071429
10/31/2012	392.139881
11/7/2012	392.6989286
11/14/2012	393.7414286
11/21/2012	393.6683333
11/28/2012	393.7089286
12/5/2012	392.9827381
12/12/2012	395.2233333
12/19/2012	395.3240476
12/26/2012	394.4341667
